,loan_amnt,term,int_rate,installment,annual_inc,dti,revol_bal,total_acc
2802,8000.0, 36 months,13.99,273.39,90000.0,2.55,3603.0,23.0
12133,8500.0, 36 months,8.38,267.86,108000.0,11.68,8443.0,27.0
19092,26400.0, 36 months,7.26,818.3,160000.0,17.38,25901.0,27.0
14070,15000.0, 36 months,10.64,488.53,69000.0,12.71,15828.0,19.0
12224,26400.0, 60 months,8.38,540.12,399000.0,9.83,16352.0,32.0
8680,33600.0, 60 months,9.17,700.26,102600.0,21.84,35070.0,38.0
14420,12000.0, 36 months,8.38,378.15,75000.0,7.1,11452.0,13.0
15136,8000.0, 36 months,9.17,255.04,32000.0,8.05,5721.0,15.0
88,18500.0, 60 months,12.88,419.8,70000.0,13.2,15883.0,19.0
7287,8400.0, 36 months,12.59,281.38,96500.0,15.11,7325.0,21.0
14893,11000.0, 36 months,6.24,335.84,45000.0,21.73,10789.0,20.0
7676,24000.0, 36 months,6.24,732.74,93000.0,15.08,17849.0,42.0
3052,12000.0, 36 months,12.88,403.64,54000.0,16.0,6690.0,12.0
2108,30000.0, 36 months,9.8,965.21,94000.0,29.41,150370.0,45.0
17248,12600.0, 60 months,22.99,355.13,75000.0,18.24,12551.0,22.0
21364,9600.0, 36 months,8.38,302.52,70000.0,21.84,10653.0,27.0
9580,18000.0, 36 months,6.24,549.56,82234.0,31.29,36168.0,57.0
6856,9000.0, 36 months,9.8,289.57,65000.0,31.76,23087.0,39.0
9989,15000.0, 36 months,6.89,462.41,125000.0,3.24,15063.0,26.0
21308,6000.0, 36 months,7.89,187.72,53000.0,19.41,11117.0,19.0
5828,28000.0, 36 months,6.99,864.44,600000.0,7.77,35586.0,32.0
18736,1500.0, 36 months,11.99,49.82,30000.0,27.4,17336.0,24.0
8011,16800.0, 36 months,11.22,551.77,65000.0,38.15,13503.0,36.0
12392,35000.0, 60 months,16.55,861.4,115000.0,16.3,36678.0,39.0
16296,19250.0, 60 months,15.41,462.11,42000.0,33.29,10405.0,23.0
10529,10800.0, 36 months,7.89,337.89,72000.0,12.3,23333.0,33.0
21868,12000.0, 60 months,13.67,277.18,60000.0,21.6,7161.0,48.0
18503,35000.0, 60 months,19.99,927.1,100000.0,16.94,20072.0,21.0
2548,25000.0, 36 months,13.44,847.66,79000.0,8.85,18850.0,19.0
17865,5100.0, 36 months,8.38,160.72,66500.0,12.45,3298.0,30.0
7805,25000.0, 36 months,10.64,814.22,140000.0,7.6,20720.0,14.0
56,28000.0, 60 months,18.49,718.51,75000.0,31.88,43413.0,46.0
4177,13825.0, 36 months,11.48,455.77,61000.0,19.2,16292.0,16.0
4660,6000.0, 36 months,14.85,207.56,80000.0,6.78,1979.0,13.0
570,20000.0, 36 months,5.32,602.3,187000.0,14.68,18711.0,37.0
20316,15000.0, 36 months,9.76,482.32,80400.0,18.64,18538.0,30.0
9459,20000.0, 36 months,11.22,656.86,40000.0,18.87,12846.0,8.0
23902,3500.0, 36 months,11.99,116.24,90000.0,23.36,52938.0,34.0
19956,18000.0, 36 months,11.22,591.18,72000.0,16.8,27277.0,18.0
14533,2800.0, 36 months,13.18,94.59,36000.0,14.57,1352.0,24.0
5125,22025.0, 60 months,9.8,465.81,80500.0,29.82,4298.0,18.0
21287,14000.0, 60 months,12.59,315.62,54000.0,23.2,15227.0,17.0
6244,8000.0, 36 months,11.99,265.68,57726.0,20.31,3225.0,26.0
8370,5125.0, 36 months,12.59,171.68,40884.0,36.84,3304.0,19.0
1386,11200.0, 36 months,13.99,382.74,120000.0,6.54,6696.0,50.0
6331,21000.0, 36 months,11.99,697.41,150000.0,16.86,47522.0,39.0
21719,10800.0, 36 months,14.48,371.65,42000.0,27.94,1299.0,16.0
18590,28000.0, 36 months,6.24,854.87,75000.0,9.76,24732.0,30.0
22248,21000.0, 36 months,9.17,669.46,105000.0,17.41,15980.0,27.0
23963,35000.0, 60 months,22.99,986.47,86000.0,25.59,2672.0,37.0
12711,4200.0, 36 months,17.57,150.94,40000.0,6.21,6850.0,4.0
1326,7325.0, 36 months,16.59,259.67,45000.0,36.16,4262.0,24.0
7296,28000.0, 36 months,15.41,976.27,130000.0,16.15,34911.0,17.0
11286,10800.0, 36 months,8.38,340.33,40000.0,20.22,11709.0,25.0
13002,11500.0, 36 months,6.89,354.51,80000.0,21.2,11474.0,59.0
4086,6600.0, 36 months,7.91,206.55,150000.0,9.66,2071.0,34.0
6267,6000.0, 36 months,13.99,205.04,74800.0,11.21,4781.0,14.0
10132,14000.0, 36 months,9.76,450.17,40000.0,13.38,6876.0,19.0
8237,10000.0, 60 months,11.99,222.4,50000.0,15.89,16917.0,35.0
3365,9000.0, 36 months,8.49,284.07,46000.0,18.5,8687.0,22.0
21998,7800.0, 36 months,7.89,244.03,80000.0,18.81,2005.0,20.0
13380,24000.0, 60 months,16.99,596.34,82000.0,17.01,15317.0,24.0
3764,28000.0, 36 months,5.32,843.22,450000.0,14.79,114065.0,39.0
22203,12600.0, 60 months,19.99,333.76,30000.0,17.28,10772.0,24.0
16662,3800.0, 36 months,13.18,128.37,60000.0,15.16,7344.0,22.0
5979,35000.0, 36 months,7.49,1088.56,250000.0,13.05,22323.0,32.0
22917,9000.0, 36 months,12.59,301.48,120000.0,15.12,4087.0,18.0
1185,8000.0, 36 months,7.91,250.36,86000.0,14.5,10602.0,30.0
13348,25000.0, 60 months,27.88,776.59,50000.0,29.43,3433.0,27.0
19994,8400.0, 36 months,14.48,289.06,68500.0,23.7,6454.0,43.0
7772,6000.0, 36 months,12.59,200.99,24000.0,23.45,3330.0,12.0
6480,18000.0, 36 months,11.48,593.4,103000.0,8.4,20247.0,29.0
22973,18000.0, 60 months,18.49,461.9,117000.0,23.6,16787.0,27.0
16498,12000.0, 36 months,9.76,385.86,56000.0,10.67,13440.0,19.0
21786,12000.0, 36 months,13.18,405.37,31000.0,31.63,5790.0,29.0
21202,25000.0, 36 months,11.99,830.24,149000.0,10.44,12448.0,20.0
15832,5000.0, 36 months,11.22,164.22,33000.0,31.75,8680.0,17.0
9157,3000.0, 36 months,10.64,97.71,86000.0,22.34,10817.0,22.0
8596,28000.0, 36 months,7.89,876.0,75000.0,14.46,41174.0,14.0
2430,7200.0, 36 months,9.17,229.53,85000.0,14.57,9326.0,16.0
17449,14000.0, 36 months,6.24,427.44,40000.0,14.42,14399.0,15.0
11246,16000.0, 60 months,18.2,408.04,67000.0,28.37,19637.0,46.0
534,10000.0, 36 months,6.49,306.45,52600.0,13.16,4788.0,20.0
9122,1000.0, 36 months,6.24,30.54,136000.0,16.78,23951.0,36.0
15399,14400.0, 60 months,18.99,373.47,55000.0,17.67,4117.0,19.0
18666,12000.0, 60 months,17.86,303.81,220000.0,11.91,20783.0,48.0
9578,5000.0, 36 months,16.55,177.15,16000.0,20.86,10312.0,23.0
4227,15000.0, 36 months,15.77,525.66,52000.0,18.3,9212.0,36.0
2281,5000.0, 36 months,9.17,159.4,45000.0,18.23,1220.0,11.0
4378,6500.0, 36 months,7.91,203.42,40000.0,9.94,5663.0,8.0
1445,11200.0, 36 months,11.48,369.23,80000.0,26.78,2518.0,23.0
15621,5000.0, 36 months,9.17,159.4,80000.0,17.0,6274.0,24.0
8106,13000.0, 60 months,18.2,331.54,40000.0,28.71,10566.0,12.0
18792,14700.0, 60 months,18.2,374.89,120000.0,22.02,3712.0,21.0
13418,22000.0, 36 months,7.89,688.29,80000.0,23.45,17998.0,25.0
669,24000.0, 60 months,12.88,544.61,186000.0,8.29,19850.0,44.0
3972,23650.0, 60 months,20.5,633.18,52560.0,36.64,38123.0,37.0
21595,15000.0, 60 months,10.64,323.45,200000.0,16.05,34247.0,39.0
1799,25000.0, 36 months,17.97,903.44,132000.0,9.05,7087.0,11.0
8503,9800.0, 36 months,11.22,321.87,36000.0,5.73,9381.0,8.0
14673,26000.0, 36 months,6.89,801.5,65000.0,24.24,27656.0,32.0
531,26000.0, 36 months,6.49,796.76,124400.0,26.03,20052.0,36.0
13182,10000.0, 36 months,13.67,340.18,40000.0,27.02,14741.0,15.0
13721,4000.0, 36 months,17.57,143.75,75000.0,9.58,17818.0,8.0
12699,4000.0, 36 months,11.22,131.38,36000.0,18.11,12403.0,36.0
21200,35000.0, 60 months,20.99,946.68,107000.0,15.72,23200.0,24.0
12657,10000.0, 36 months,8.38,315.12,110000.0,12.7,26729.0,18.0
7133,8000.0, 36 months,7.89,250.29,80000.0,12.93,5207.0,25.0
13291,3600.0, 36 months,9.17,114.77,53000.0,14.02,4990.0,19.0
13223,21000.0, 36 months,13.18,709.4,120000.0,14.15,27233.0,26.0
18105,17600.0, 36 months,14.48,605.64,40000.0,37.59,20786.0,31.0
1107,20000.0, 60 months,13.99,465.27,65000.0,14.31,13222.0,19.0
9304,9000.0, 36 months,6.24,274.78,55000.0,25.83,5167.0,24.0
14724,20000.0, 36 months,13.67,680.36,50000.0,11.79,1101.0,18.0
18788,5000.0, 36 months,9.17,159.4,67000.0,11.09,4750.0,8.0
17263,16000.0, 36 months,8.38,504.2,200000.0,15.52,22664.0,53.0
19452,3200.0, 36 months,10.64,104.22,37500.0,23.78,5734.0,22.0
698,10000.0, 36 months,7.49,311.02,70000.0,13.3,1709.0,18.0
2458,3500.0, 36 months,7.91,109.54,80000.0,7.92,3881.0,30.0
15360,32500.0, 60 months,25.99,972.88,65000.0,15.36,3071.0,25.0
13870,12000.0, 36 months,13.67,408.22,50000.0,35.67,5708.0,39.0
21015,23000.0, 60 months,9.76,485.98,57000.0,12.91,1187.0,25.0
17932,18000.0, 36 months,7.89,563.15,70000.0,17.33,30260.0,7.0
20285,5050.0, 36 months,17.57,181.49,23400.0,30.26,788.0,19.0
11996,4500.0, 36 months,9.76,144.7,55000.0,18.31,12420.0,39.0
19132,3000.0, 36 months,12.59,100.5,100000.0,14.64,1241.0,10.0
5511,7200.0, 36 months,12.88,242.19,70000.0,18.28,9938.0,18.0
2268,22075.0, 36 months,22.45,848.21,69000.0,26.83,3996.0,14.0
22023,34800.0, 60 months,12.59,784.53,150000.0,14.07,64827.0,41.0
13484,13950.0, 60 months,15.41,334.88,71000.0,36.11,21502.0,29.0
12046,7000.0, 36 months,7.89,219.0,70100.0,21.38,7286.0,37.0
21765,8450.0, 36 months,14.48,290.78,41000.0,26.99,5169.0,21.0
4500,15000.0, 36 months,11.48,494.5,65000.0,14.35,11761.0,10.0
23414,25000.0, 36 months,17.57,898.43,74900.0,19.0,9898.0,33.0
8822,18000.0, 36 months,8.38,567.22,90000.0,13.2,13728.0,18.0
5725,19300.0, 60 months,11.48,424.27,45000.0,23.07,9173.0,27.0
3327,10000.0, 36 months,9.17,318.79,81000.0,21.84,13648.0,23.0
6150,6750.0, 36 months,19.89,250.48,20000.0,17.47,6898.0,18.0
17224,3000.0, 36 months,11.99,99.63,55000.0,25.14,20584.0,31.0
11898,20000.0, 36 months,6.89,616.54,65000.0,18.63,15787.0,13.0
9683,15000.0, 36 months,11.22,492.65,65000.0,23.5,13961.0,24.0
9553,6000.0, 36 months,9.76,192.93,50000.0,13.42,5553.0,22.0
18706,9500.0, 36 months,16.55,336.58,49000.0,16.26,5193.0,22.0
7908,8650.0, 36 months,12.59,289.75,35000.0,28.94,6919.0,19.0
1704,7200.0, 36 months,17.27,257.67,34800.0,20.72,5488.0,16.0
929,2500.0, 36 months,14.85,86.48,32000.0,16.73,3021.0,8.0
8150,15000.0, 60 months,18.2,382.54,51640.0,19.38,8516.0,23.0
2004,7200.0, 36 months,9.17,229.53,65000.0,14.03,5085.0,10.0
7650,17000.0, 60 months,11.22,371.49,110000.0,15.72,12147.0,26.0
7985,8400.0, 36 months,8.38,264.71,47000.0,27.91,11788.0,37.0
1371,20800.0, 36 months,7.91,650.94,101000.0,8.5,11840.0,11.0
2716,17750.0, 60 months,9.17,369.93,47000.0,28.12,44719.0,10.0
15452,17975.0, 60 months,18.49,461.26,40890.0,23.01,20065.0,28.0
47,8800.0, 36 months,9.8,283.13,92000.0,5.18,9195.0,24.0
17990,6350.0, 36 months,14.48,218.52,49900.0,10.65,3118.0,21.0
11556,17000.0, 36 months,7.26,526.94,80000.0,18.78,5618.0,24.0
23898,10000.0, 60 months,18.2,255.03,62000.0,4.7,7524.0,14.0
4771,16000.0, 36 months,7.91,500.72,70000.0,10.81,20875.0,18.0
12682,5000.0, 36 months,12.59,167.49,36000.0,3.93,2680.0,8.0
9464,10000.0, 36 months,9.76,321.55,41000.0,26.11,9776.0,15.0
10547,16000.0, 36 months,13.67,544.29,50000.0,34.91,20125.0,18.0
6185,16200.0, 60 months,18.99,420.15,45000.0,23.63,26264.0,38.0
17055,7200.0, 36 months,13.18,243.23,45000.0,17.72,1951.0,15.0
12952,25000.0, 36 months,5.32,752.87,60000.0,22.04,2839.0,26.0
666,10000.0, 36 months,9.17,318.79,110000.0,28.37,21745.0,42.0
5293,2800.0, 36 months,13.44,94.94,80000.0,18.51,8708.0,25.0
7613,25000.0, 60 months,17.86,632.94,81000.0,27.49,14408.0,18.0
19771,2000.0, 36 months,12.59,67.0,63000.0,27.96,3291.0,12.0
1957,10000.0, 36 months,12.88,336.37,60000.0,23.9,6975.0,26.0
2428,15200.0, 36 months,13.44,515.38,78000.0,19.4,19688.0,26.0
23032,30000.0, 36 months,8.38,945.36,78000.0,27.58,45278.0,16.0
22726,3000.0, 36 months,9.17,95.64,85000.0,11.91,559.0,14.0
4521,7000.0, 36 months,11.48,230.77,41000.0,15.52,10487.0,21.0
10433,7200.0, 36 months,7.89,225.26,45000.0,11.12,7565.0,21.0
6926,20000.0, 36 months,6.49,612.89,65000.0,25.48,8500.0,33.0
22519,15000.0, 36 months,13.18,506.72,50000.0,29.48,5595.0,41.0
13204,6000.0, 36 months,9.17,191.28,36000.0,31.2,15289.0,32.0
2894,3425.0, 36 months,15.77,120.03,40000.0,21.57,5593.0,9.0
20275,12500.0, 36 months,11.99,415.12,80000.0,14.9,18318.0,21.0
20340,8000.0, 36 months,9.76,257.24,33000.0,27.8,6075.0,20.0
16066,11200.0, 36 months,14.48,385.41,40000.0,30.09,822.0,20.0
23408,8000.0, 36 months,10.64,260.55,60000.0,9.5,19851.0,27.0
23146,28000.0, 36 months,10.64,911.92,95000.0,18.03,83693.0,33.0
3883,21425.0, 36 months,18.99,785.25,67000.0,6.66,6906.0,47.0
16601,4200.0, 36 months,11.22,137.95,42000.0,20.65,8558.0,22.0
6064,5000.0, 36 months,14.85,172.96,26880.0,21.16,2260.0,32.0
483,20500.0, 36 months,8.49,647.04,77700.0,18.56,11495.0,51.0
14232,11200.0, 36 months,11.99,371.95,54000.0,34.84,14827.0,10.0
13909,15500.0, 36 months,7.26,480.44,52000.0,27.03,11697.0,49.0
23494,11500.0, 60 months,13.67,265.63,190000.0,6.43,2182.0,19.0
22330,17000.0, 60 months,11.99,378.07,71500.0,19.54,20436.0,21.0
11772,35000.0, 36 months,16.55,1240.03,125000.0,19.59,20197.0,22.0
5620,12000.0, 36 months,15.77,420.53,40000.0,25.98,10967.0,35.0
2631,24000.0, 36 months,8.49,757.51,107000.0,16.23,31540.0,12.0
13607,21075.0, 36 months,18.49,767.11,60000.0,34.46,16226.0,45.0
7198,24000.0, 36 months,9.17,765.1,113000.0,20.92,50620.0,23.0
4550,3600.0, 36 months,9.17,114.77,140000.0,23.89,29171.0,21.0
16938,10000.0, 36 months,11.22,328.43,39000.0,21.48,19787.0,19.0
14185,7500.0, 36 months,10.64,244.27,70000.0,27.82,12175.0,38.0
17984,10000.0, 36 months,9.17,318.79,39820.0,19.77,9027.0,33.0
7904,24000.0, 36 months,6.89,739.85,90000.0,18.44,7797.0,22.0
19418,24000.0, 60 months,13.18,548.29,85000.0,15.65,19608.0,35.0
12843,23000.0, 60 months,12.59,518.51,50000.0,28.71,22679.0,16.0
6629,10000.0, 36 months,11.99,332.1,51000.0,11.22,7366.0,12.0
1552,5600.0, 36 months,11.99,185.98,80000.0,16.41,5781.0,24.0
2431,7200.0, 36 months,9.17,229.53,32000.0,25.43,4420.0,16.0
7595,35000.0, 36 months,7.26,1084.87,300000.0,3.35,21351.0,22.0
9091,3600.0, 36 months,11.22,118.24,55000.0,19.86,10057.0,25.0
7882,35000.0, 36 months,10.64,1139.9,130000.0,29.85,61660.0,18.0
8118,20225.0, 60 months,13.67,467.15,85000.0,7.06,15553.0,27.0
19634,20000.0, 36 months,16.55,708.59,90000.0,17.32,19368.0,33.0
2333,17550.0, 36 months,13.99,599.74,39000.0,33.78,15823.0,31.0
22604,15000.0, 36 months,14.48,516.17,45000.0,25.63,11932.0,12.0
3701,35000.0, 36 months,9.8,1126.07,95000.0,4.8,19055.0,17.0
18161,5000.0, 36 months,10.64,162.85,28000.0,23.06,7937.0,15.0
16134,19950.0, 36 months,11.99,662.54,70000.0,16.36,35518.0,22.0
14502,18000.0, 36 months,6.89,554.89,95000.0,20.74,16657.0,32.0
7692,23000.0, 60 months,8.38,470.56,71000.0,29.83,20592.0,33.0
6810,16625.0, 36 months,20.5,622.09,79632.0,20.6,11214.0,16.0
10232,10000.0, 36 months,17.57,359.38,50000.0,27.7,100785.0,29.0
18157,30000.0, 60 months,17.86,759.52,114767.0,18.52,31432.0,20.0
14223,9600.0, 36 months,8.38,302.52,30000.0,20.76,5022.0,19.0
10216,35000.0, 60 months,24.99,1027.1,118000.0,19.97,28276.0,46.0
11361,10000.0, 60 months,19.99,264.89,49000.0,25.86,2728.0,30.0
18348,22000.0, 36 months,6.89,678.2,95000.0,7.79,15076.0,30.0
16663,7000.0, 36 months,13.18,236.47,90000.0,3.48,2903.0,31.0
21118,10000.0, 36 months,11.99,332.1,36000.0,19.97,13314.0,25.0
8552,28000.0, 36 months,6.89,863.16,180000.0,13.29,165078.0,35.0
14403,24000.0, 60 months,9.76,507.1,106000.0,12.56,18319.0,22.0
6582,13625.0, 36 months,13.44,461.98,34100.0,9.79,6197.0,27.0
12970,5000.0, 36 months,11.99,166.05,24000.0,33.4,5012.0,11.0
15431,3500.0, 36 months,9.76,112.55,40000.0,15.51,10082.0,11.0
20282,28000.0, 60 months,10.64,603.78,85000.0,31.23,38385.0,30.0
971,25000.0, 60 months,10.78,540.83,50000.0,39.3,23621.0,6.0
14221,15600.0, 36 months,7.89,488.06,100000.0,7.69,26734.0,28.0
5343,4000.0, 36 months,11.48,131.87,32500.0,33.46,2542.0,12.0
22506,10000.0, 60 months,14.48,235.18,43000.0,39.66,8386.0,17.0
22295,12000.0, 36 months,6.24,366.37,79000.0,7.39,5916.0,20.0
10060,5000.0, 36 months,10.64,162.85,56700.0,22.42,2965.0,33.0
3660,25000.0, 60 months,13.99,581.58,78000.0,11.89,25055.0,12.0
12663,12000.0, 36 months,5.32,361.38,45000.0,17.25,11869.0,22.0
13095,3600.0, 36 months,6.89,110.98,55000.0,24.51,2543.0,21.0
557,25000.0, 36 months,5.32,752.87,300000.0,9.14,7543.0,27.0
13549,16800.0, 36 months,6.24,512.92,62000.0,14.0,6769.0,17.0
11955,10000.0, 60 months,17.57,251.61,36000.0,31.47,3065.0,17.0
5665,20700.0, 36 months,10.78,675.54,75000.0,4.83,10537.0,16.0
12909,9000.0, 36 months,6.24,274.78,85000.0,27.57,13653.0,41.0
15647,6000.0, 36 months,7.89,187.72,58000.0,6.27,7243.0,19.0
16426,20000.0, 36 months,12.59,669.94,95000.0,24.09,20049.0,27.0
2651,20000.0, 36 months,13.44,678.13,65000.0,16.91,12334.0,21.0
6270,15000.0, 36 months,5.32,451.73,86000.0,10.22,13442.0,21.0
16898,3500.0, 36 months,11.99,116.24,45000.0,23.25,6619.0,8.0
12091,5000.0, 36 months,7.89,156.43,98000.0,11.08,1812.0,17.0
23303,16800.0, 36 months,5.32,505.93,135000.0,20.74,6006.0,85.0
625,13500.0, 36 months,10.78,440.57,77000.0,14.45,6875.0,10.0
100,15000.0, 60 months,13.44,344.69,77213.0,18.17,59237.0,44.0
3814,10000.0, 36 months,9.8,321.74,32000.0,21.49,7308.0,27.0
14265,8000.0, 36 months,9.76,257.24,50000.0,26.0,6487.0,29.0
17678,20000.0, 36 months,9.17,637.58,100000.0,4.69,8789.0,13.0
380,10000.0, 36 months,10.78,326.35,125000.0,19.92,13001.0,38.0
23504,15800.0, 60 months,13.67,364.95,55000.0,25.03,6335.0,25.0
8112,24000.0, 36 months,5.32,722.76,140000.0,9.94,30817.0,33.0
20944,2300.0, 36 months,15.41,80.2,12000.0,11.0,2421.0,19.0
20826,12000.0, 36 months,9.17,382.55,75000.0,21.19,20630.0,22.0
3590,30800.0, 36 months,12.88,1036.0,153000.0,16.38,40320.0,44.0
6237,2100.0, 36 months,8.49,66.29,39000.0,30.77,11742.0,30.0
19423,6000.0, 36 months,11.99,199.26,70000.0,6.21,2891.0,16.0
14181,24000.0, 60 months,13.18,548.29,91657.0,28.92,46505.0,43.0
17964,9000.0, 36 months,5.32,271.04,70000.0,13.17,3124.0,65.0
16568,4800.0, 36 months,12.59,160.79,25000.0,28.52,4262.0,7.0
22517,3000.0, 36 months,7.89,93.86,67000.0,21.3,0.0,29.0
10930,12000.0, 36 months,5.32,361.38,69000.0,18.06,1642.0,33.0
18703,6500.0, 36 months,6.24,198.46,91780.0,19.84,4914.0,32.0
16335,8000.0, 36 months,9.17,255.04,21000.0,13.43,0.0,9.0
23892,20000.0, 60 months,17.57,503.21,75000.0,31.58,19295.0,16.0
7971,7000.0, 36 months,9.17,223.16,43500.0,22.57,8362.0,21.0
23108,25000.0, 60 months,15.41,600.15,70000.0,22.46,16540.0,21.0
3334,20000.0, 36 months,9.17,637.58,113544.0,21.86,45164.0,32.0
21858,35000.0, 36 months,14.48,1204.4,90000.0,30.41,190171.0,21.0
7524,4000.0, 36 months,13.67,136.08,37000.0,8.41,2484.0,45.0
17014,10000.0, 36 months,8.38,315.12,165000.0,10.38,15237.0,21.0
19109,18000.0, 36 months,16.55,637.73,125000.0,9.55,1829.0,20.0
3193,12000.0, 36 months,9.17,382.55,105000.0,7.39,5610.0,25.0
6448,12250.0, 36 months,12.88,412.05,57680.0,29.28,17942.0,18.0
6084,34750.0, 60 months,18.49,891.72,79000.0,38.74,21328.0,29.0
23566,16000.0, 60 months,7.89,323.59,87200.0,12.8,46934.0,21.0
20857,12000.0, 60 months,12.59,270.53,326000.0,2.19,7810.0,15.0
17359,34875.0, 60 months,13.18,796.74,163000.0,12.07,29070.0,29.0
16849,21050.0, 36 months,12.59,705.11,170000.0,11.56,5828.0,21.0
13269,11400.0, 60 months,13.67,263.32,48000.0,7.13,11179.0,32.0
21970,5600.0, 36 months,10.64,182.39,50000.0,14.62,2349.0,21.0
12776,16000.0, 36 months,6.24,488.5,55000.0,18.61,15787.0,27.0
3449,9000.0, 36 months,5.32,271.04,45000.0,15.18,15700.0,11.0
18722,14000.0, 60 months,18.99,363.1,50000.0,18.7,10299.0,11.0
17491,6000.0, 36 months,11.22,197.06,30000.0,25.88,6462.0,13.0
10713,15000.0, 36 months,11.99,498.15,95000.0,7.33,14161.0,21.0
17197,14000.0, 60 months,10.64,301.89,80000.0,10.44,4906.0,30.0
4542,15200.0, 36 months,7.91,475.69,38000.0,30.8,20520.0,27.0
10210,5000.0, 36 months,5.32,150.58,105000.0,14.06,5788.0,13.0
14511,35000.0, 36 months,13.67,1190.62,230000.0,14.28,19733.0,20.0
12659,20000.0, 36 months,11.22,656.86,93000.0,13.96,11306.0,17.0
19885,18000.0, 36 months,8.38,567.22,70000.0,18.52,12688.0,15.0
19404,25000.0, 36 months,5.32,752.87,78000.0,11.58,36465.0,20.0
524,10000.0, 36 months,5.32,301.15,72000.0,16.42,31789.0,14.0
8826,16325.0, 36 months,16.99,581.95,49000.0,37.11,19432.0,25.0
5034,10000.0, 36 months,7.49,311.02,120000.0,4.18,3546.0,37.0
8389,10000.0, 36 months,7.89,312.86,110000.0,21.31,23628.0,19.0
1654,25200.0, 60 months,13.99,586.23,66300.0,22.91,8000.0,25.0
17680,12975.0, 36 months,9.17,413.63,54000.0,24.18,16893.0,35.0
14200,14000.0, 36 months,9.17,446.31,80000.0,23.01,14483.0,22.0
22297,12500.0, 36 months,5.32,376.44,40000.0,20.24,36482.0,24.0
16082,12000.0, 36 months,8.38,378.15,100000.0,14.65,15737.0,33.0
20292,10075.0, 60 months,23.99,289.78,28000.0,29.92,6283.0,16.0
12567,10000.0, 36 months,8.38,315.12,45000.0,28.8,8759.0,35.0
8223,10800.0, 60 months,20.99,292.12,40716.0,38.79,1152.0,24.0
9120,10000.0, 36 months,6.89,308.27,55000.0,22.45,6590.0,31.0
19267,10425.0, 60 months,23.99,299.85,39000.0,22.49,6875.0,9.0
3832,12000.0, 36 months,6.49,367.74,80000.0,26.75,18617.0,36.0
16700,10000.0, 36 months,11.99,332.1,84000.0,28.25,58987.0,24.0
3697,4000.0, 36 months,13.99,136.7,27788.8,3.15,3364.0,5.0
6025,21000.0, 60 months,13.44,482.56,80256.0,12.29,27456.0,22.0
16597,20000.0, 36 months,10.64,651.37,75000.0,4.43,1940.0,7.0
17662,12000.0, 60 months,13.18,274.15,45000.0,9.2,8420.0,20.0
7235,14400.0, 36 months,13.67,489.86,73000.0,35.36,10115.0,38.0
12378,20800.0, 60 months,19.99,550.96,52000.0,21.74,18164.0,23.0
12647,24000.0, 36 months,11.22,788.24,107000.0,15.72,12464.0,25.0
13116,20000.0, 36 months,11.22,656.86,140000.0,23.81,5546.0,37.0
20862,25225.0, 60 months,11.22,551.23,72000.0,31.21,18728.0,44.0
14142,14000.0, 60 months,13.67,323.37,80000.0,25.79,8554.0,19.0
9112,21000.0, 36 months,6.89,647.37,93000.0,18.18,16291.0,26.0
3208,16000.0, 36 months,5.32,481.84,75000.0,13.23,1767.0,36.0
13226,9000.0, 36 months,7.26,278.97,72000.0,11.68,8387.0,24.0
864,15000.0, 36 months,5.32,451.73,55000.0,25.25,21754.0,22.0
10921,11200.0, 60 months,14.48,263.4,55000.0,29.7,10296.0,30.0
538,9000.0, 36 months,7.91,281.66,90000.0,9.28,3218.0,40.0
20326,9600.0, 36 months,5.32,289.11,47500.0,13.67,11474.0,14.0
14414,13000.0, 36 months,17.86,469.07,44980.0,18.54,11734.0,39.0
7351,19200.0, 36 months,9.17,612.08,113000.0,21.59,12734.0,44.0
13178,8675.0, 36 months,18.2,314.5,65000.0,10.65,222.0,10.0
20260,34950.0, 60 months,15.41,839.0,135000.0,18.15,29384.0,37.0
23967,35000.0, 36 months,18.49,1273.96,80000.0,16.47,6140.0,23.0
19887,21000.0, 60 months,10.64,452.83,145000.0,8.57,16912.0,32.0
20861,2400.0, 36 months,11.99,79.71,33000.0,18.76,3535.0,12.0
18373,14000.0, 60 months,9.76,295.81,100000.0,4.51,16630.0,16.0
21487,23050.0, 60 months,26.77,700.68,75000.0,24.4,191.0,30.0
10774,8400.0, 36 months,8.38,264.71,85000.0,8.08,6950.0,25.0
22639,14000.0, 36 months,10.64,455.96,68000.0,12.07,18152.0,23.0
16136,20000.0, 36 months,9.17,637.58,64000.0,7.93,13764.0,14.0
20860,5600.0, 36 months,14.48,192.71,58000.0,29.44,50435.0,17.0
4569,24000.0, 60 months,18.49,615.86,105000.0,26.14,8579.0,30.0
4962,12000.0, 36 months,10.78,391.62,64500.0,25.73,18202.0,26.0
9604,18000.0, 36 months,5.32,542.07,80000.0,13.28,18502.0,36.0
9278,9600.0, 36 months,14.48,330.35,65000.0,6.65,5084.0,37.0
15668,17850.0, 36 months,11.99,592.8,70000.0,26.82,9588.0,23.0
16268,10000.0, 36 months,7.26,309.97,160610.0,6.38,17928.0,25.0
